participant_id	6_target	8_target
sub-NDARDR067YMC	FALSE	TRUE
sub-NDARDT528ZZJ	FALSE	TRUE
sub-NDARDW416KWZ	TRUE	FALSE
sub-NDARDW741HCF	TRUE	FALSE
sub-NDARDZ058NZN	TRUE	FALSE
sub-NDAREB662RLE	FALSE	TRUE
sub-NDAREC377AU2	FALSE	TRUE
sub-NDAREF893ZM8	FALSE	TRUE
sub-NDAREH074NG8	TRUE	FALSE
sub-NDAREJ923AYR	FALSE	FALSE
sub-NDAREM333CK5	FALSE	FALSE
sub-NDAREM500WWH	TRUE	FALSE
sub-NDAREV527ZRF	FALSE	TRUE
sub-NDAREV601CE7	FALSE	TRUE
sub-NDAREY778CR9	FALSE	TRUE
sub-NDARFD822TY5	FALSE	FALSE
sub-NDARFF070XHV	FALSE	TRUE
sub-NDARFK477WX9	FALSE	TRUE
sub-NDARFR108JNB	TRUE	FALSE
sub-NDARFT305CG1	TRUE	FALSE
sub-NDARFY009MNL	FALSE	TRUE
sub-NDARGA056TMW	FALSE	TRUE
sub-NDARGB324PM1	FALSE	FALSE
sub-NDARGE946RCB	TRUE	FALSE
sub-NDARGG205WVN	FALSE	TRUE
sub-NDARGH775KF5	FALSE	TRUE
sub-NDARGJ878ZP4	TRUE	FALSE
sub-NDARGV781AMW	FALSE	TRUE
sub-NDARGZ038DRL	TRUE	FALSE
sub-NDARHA387FPM	FALSE	TRUE
sub-NDARHB764VZ2	FALSE	TRUE
sub-NDARHJ945PV0	TRUE	FALSE
sub-NDARHM421JUP	TRUE	FALSE
sub-NDARHN158DC6	TRUE	FALSE
sub-NDARHP924ZHW	FALSE	FALSE
sub-NDARHU211PYD	FALSE	FALSE
sub-NDARHU423YXP	FALSE	TRUE
sub-NDARHU831NXU	FALSE	FALSE
sub-NDARHX145ZKV	FALSE	FALSE
sub-NDARHY255FVU	TRUE	FALSE
sub-NDARHZ255RA6	FALSE	FALSE
sub-NDARHZ923PAH	FALSE	FALSE
sub-NDARJA157YB3	FALSE	TRUE
sub-NDARJD387HWG	FALSE	TRUE
sub-NDARJG300HWH	FALSE	TRUE
sub-NDARJG488XHT	TRUE	FALSE
sub-NDARJM239GN4	FALSE	TRUE
sub-NDARJT517YHZ	FALSE	TRUE
sub-NDARJV268PNW	FALSE	TRUE
sub-NDARJZ089HVP	FALSE	TRUE
sub-NDARKC143BEE	TRUE	FALSE
sub-NDARKC880ZHY	FALSE	TRUE
sub-NDARKE650TFQ	FALSE	FALSE
sub-NDARKG718VF7	FALSE	TRUE
sub-NDARKH837TB2	TRUE	FALSE
sub-NDARKV965WLU	FALSE	FALSE
sub-NDARKW738AMY	TRUE	FALSE
sub-NDARKY667THK	FALSE	TRUE
sub-NDARLD016VCA	FALSE	TRUE
sub-NDARLJ356HAQ	FALSE	FALSE
sub-NDARLK181GL4	FALSE	TRUE
sub-NDARLN070VX7	FALSE	TRUE
sub-NDARLP624GFH	TRUE	FALSE
sub-NDARLU606ZDD	FALSE	FALSE
sub-NDARMF116AFR	FALSE	TRUE
sub-NDARML406ZB8	TRUE	FALSE
sub-NDARMM326JCB	FALSE	TRUE
sub-NDARMP745EAC	FALSE	TRUE
sub-NDARMR570GJ5	FALSE	TRUE
sub-NDARMT064WBB	TRUE	FALSE
sub-NDARMT732GKM	FALSE	TRUE
sub-NDARMT784NED	TRUE	FALSE
sub-NDARMZ200GVD	TRUE	FALSE
sub-NDARMZ518UH1	TRUE	FALSE
sub-NDARND348HB3	FALSE	TRUE
sub-NDARNU137XR4	TRUE	FALSE
sub-NDARNV399BV4	TRUE	FALSE
sub-NDARNX218UY5	FALSE	FALSE
sub-NDARNY217PLD	FALSE	FALSE
sub-NDARPB984UTU	FALSE	TRUE
sub-NDARPD517MDH	FALSE	TRUE
sub-NDARPH844KP2	FALSE	TRUE
sub-NDARPW313LAJ	TRUE	FALSE
sub-NDARPW577WJ7	FALSE	TRUE
sub-NDARPW635LN4	TRUE	FALSE
sub-NDARRA717GYV	FALSE	TRUE
sub-NDARRB942UWU	FALSE	FALSE
sub-NDARRP163YRC	TRUE	FALSE
sub-NDARRT038VG1	FALSE	TRUE
sub-NDARRV480PU1	FALSE	TRUE
sub-NDARRY280KNW	TRUE	FALSE
sub-NDARRZ653HKY	TRUE	FALSE
sub-NDARTB219AJV	TRUE	FALSE
sub-NDARTG035JK8	FALSE	TRUE
sub-NDARTK933KL9	FALSE	TRUE
sub-NDARTN487KDK	TRUE	FALSE
sub-NDARTU777GVV	FALSE	TRUE
sub-NDARTW855BPJ	FALSE	TRUE
sub-NDARTX795AKR	FALSE	FALSE
sub-NDARTZ926NMZ	TRUE	FALSE
sub-NDARUL250RA6	FALSE	FALSE
sub-NDARUL456EER	TRUE	FALSE
sub-NDARUL945XUU	FALSE	TRUE
sub-NDARUP249AMD	FALSE	TRUE
sub-NDARUT018UYN	FALSE	TRUE
sub-NDARUW816MP3	TRUE	FALSE
sub-NDARUZ206DRV	TRUE	FALSE
sub-NDARVD635FX8	TRUE	FALSE
sub-NDARVM025NCF	FALSE	TRUE
sub-NDARVV174JHW	TRUE	FALSE
sub-NDARVV199XK2	TRUE	FALSE
sub-NDARVY366HWJ	TRUE	FALSE
sub-NDARWP595TE6	TRUE	FALSE
sub-NDARWT389BYY	FALSE	TRUE
sub-NDARWT449PUN	FALSE	TRUE
sub-NDARWV449GEM	FALSE	FALSE
sub-NDARWY235XNE	TRUE	FALSE
sub-NDARXK076XU8	FALSE	FALSE
sub-NDARXY745NXJ	TRUE	FALSE
sub-NDARYD195BDH	TRUE	FALSE
sub-NDARYG546ZFF	TRUE	FALSE
sub-NDARYL124VM6	TRUE	FALSE
sub-NDARYR150UDP	TRUE	FALSE
sub-NDARYT405NET	FALSE	TRUE
sub-NDARYZ363HP4	FALSE	FALSE
sub-NDARYZ909VND	FALSE	TRUE
sub-NDARZB323LHZ	FALSE	TRUE
sub-NDARZD099KWW	FALSE	TRUE
sub-NDARZK732FZ0	FALSE	TRUE
sub-NDARZL855WVA	FALSE	TRUE
sub-NDARZW930MF2	FALSE	TRUE
sub-NDARAA948VFH	TRUE	FALSE
sub-NDARAC853DTE	FALSE	TRUE
sub-NDARAD774HAZ	FALSE	TRUE
sub-NDARAE828CML	FALSE	TRUE
sub-NDARAG340ERT	FALSE	TRUE
sub-NDARAM873GAC	TRUE	FALSE
sub-NDARAP782TVC	FALSE	FALSE
sub-NDARAV519RND	FALSE	TRUE
sub-NDARAV610EY3	FALSE	TRUE
sub-NDARBA839HLG	FALSE	TRUE
sub-NDARBE641DGZ	TRUE	FALSE
sub-NDARBG574KF4	TRUE	FALSE
sub-NDARBG831VK4	FALSE	TRUE
sub-NDARBJ159HXB	TRUE	FALSE
sub-NDARBM642JFT	FALSE	TRUE
sub-NDARBU668NTV	TRUE	FALSE
sub-NDARBU757VJK	FALSE	TRUE
sub-NDARCD357CZR	TRUE	FALSE
sub-NDARCH881EFG	FALSE	TRUE
sub-NDARCK647MU6	FALSE	TRUE
sub-NDARCL016NHB	FALSE	TRUE
sub-NDARCL105LUE	FALSE	FALSE
sub-NDARCL895UV8	FALSE	FALSE
sub-NDARCU118LMX	FALSE	FALSE
sub-NDARCU865PBV	FALSE	FALSE
sub-NDARCV944JA6	FALSE	TRUE
sub-NDARCW611MK5	FALSE	FALSE
sub-NDARCY178KJP	TRUE	FALSE
sub-NDARDC389TLD	FALSE	TRUE
sub-NDARDE294HNX	TRUE	FALSE
sub-NDARDF373ZDW	FALSE	TRUE
sub-NDARDH934MUV	TRUE	FALSE
sub-NDARDJ947WXC	FALSE	FALSE
sub-NDARDM385EK2	FALSE	TRUE
sub-NDARDR296XHN	FALSE	TRUE
sub-NDARDX561MRY	TRUE	FALSE
sub-NDARDY150ZP9	FALSE	TRUE
sub-NDAREC542MH3	FALSE	TRUE
sub-NDAREF389RY2	TRUE	FALSE
sub-NDAREK549XUQ	TRUE	FALSE
sub-NDAREK801BPB	TRUE	FALSE
sub-NDAREM155HGQ	FALSE	TRUE
sub-NDAREM887YY8	TRUE	FALSE
sub-NDAREY512KVX	TRUE	FALSE
sub-NDARFA402LMW	FALSE	TRUE
sub-NDARFA815FXE	TRUE	FALSE
sub-NDARFB908HVX	TRUE	FALSE
sub-NDARFF644ZGD	FALSE	TRUE
sub-NDARFG757CEU	FALSE	TRUE
sub-NDARFV557XAA	TRUE	FALSE
sub-NDARFV780ABD	FALSE	TRUE
sub-NDARGA499CKF	TRUE	FALSE
sub-NDARGB102NWJ	FALSE	TRUE
sub-NDARGF192VD1	FALSE	TRUE
sub-NDARGF367KVL	FALSE	TRUE
sub-NDARGH790CEF	TRUE	FALSE
sub-NDARGK736HF4	TRUE	FALSE
sub-NDARGL359WZA	FALSE	FALSE
sub-NDARGT551AFK	FALSE	TRUE
sub-NDARGT682ZWN	FALSE	TRUE
sub-NDARGW404GJL	FALSE	TRUE
sub-NDARGX173AC3	FALSE	TRUE
sub-NDARHC462NGR	TRUE	FALSE
sub-NDARHD507TEF	FALSE	TRUE
sub-NDARHF150FDY	FALSE	TRUE
sub-NDARHF351AA6	TRUE	FALSE
sub-NDARHG321LLD	TRUE	FALSE
sub-NDARHM413HVA	FALSE	TRUE
sub-NDARHR372GJ7	FALSE	TRUE
sub-NDARHR763RB4	FALSE	TRUE
sub-NDARJB027GMR	FALSE	FALSE
sub-NDARJB355YHK	TRUE	FALSE
sub-NDARJF027UGB	FALSE	TRUE
sub-NDARJG477THE	TRUE	FALSE
sub-NDARJG821GH3	FALSE	FALSE
sub-NDARJH513HZX	FALSE	TRUE
sub-NDARJJ343TR0	FALSE	TRUE
sub-NDARJM618NZH	FALSE	FALSE
sub-NDARJP444DZM	FALSE	TRUE
sub-NDARJT556KAM	TRUE	FALSE
sub-NDARJV377HG4	TRUE	FALSE
sub-NDARJW373UE3	FALSE	TRUE
sub-NDARJY141RFE	TRUE	FALSE
sub-NDARJY747PRJ	FALSE	TRUE
sub-NDARJZ274PRQ	FALSE	TRUE
sub-NDARJZ526HN3	FALSE	TRUE
sub-NDARKA085YRG	TRUE	FALSE
sub-NDARKM941XLL	TRUE	FALSE
sub-NDARKP815KPZ	TRUE	FALSE
sub-NDARKT811ATJ	TRUE	FALSE
sub-NDARKU198KFL	FALSE	TRUE
sub-NDARKU616UBL	FALSE	TRUE
sub-NDARKX701BJ4	FALSE	TRUE
sub-NDARLF142AF5	FALSE	TRUE
sub-NDARLJ654TZ0	FALSE	TRUE
sub-NDARLJ886BFK	TRUE	FALSE
sub-NDARLK963HXP	TRUE	FALSE
sub-NDARLL914UW4	FALSE	TRUE
sub-NDARLN778RYN	FALSE	TRUE
sub-NDARLR030EW6	FALSE	TRUE
sub-NDARLX836EHJ	TRUE	FALSE
sub-NDARMC760NEC	TRUE	FALSE
sub-NDARMJ849UKD	FALSE	TRUE
sub-NDARML024FF2	FALSE	TRUE
sub-NDARMM005DLK	FALSE	TRUE
sub-NDARMM137PT6	FALSE	TRUE
sub-NDARMM951YEH	FALSE	FALSE
sub-NDARMN376BMF	FALSE	TRUE
sub-NDARMR039JV5	FALSE	TRUE
sub-NDARMU161LHN	TRUE	FALSE
sub-NDARMV718DYL	FALSE	FALSE
sub-NDARMZ687XRR	FALSE	TRUE
sub-NDARNA768ZAK	FALSE	FALSE
sub-NDARNK329VC3	TRUE	FALSE
sub-NDARNK768THB	FALSE	TRUE
sub-NDARNM783ZVV	TRUE	FALSE
sub-NDARNP370WGP	FALSE	FALSE
sub-NDARNT541VT2	FALSE	TRUE
sub-NDARNU497GTX	FALSE	FALSE
sub-NDARPA827UBJ	TRUE	FALSE
sub-NDARPE056ACA	FALSE	TRUE
sub-NDARPV145KGL	FALSE	TRUE
sub-NDARPW786GC4	FALSE	TRUE
sub-NDARRA767WB7	TRUE	FALSE
sub-NDARRC190NKB	TRUE	FALSE
sub-NDARRG499ZWN	TRUE	FALSE
sub-NDARRK882CLT	FALSE	TRUE
sub-NDARRL685WB7	FALSE	FALSE
sub-NDARRM586XYL	FALSE	TRUE
sub-NDARRW940BL6	FALSE	TRUE
sub-NDARRX443NVT	FALSE	TRUE
sub-NDARRX819BZ0	TRUE	FALSE
sub-NDARRY715CY4	FALSE	FALSE
sub-NDARTB883GUN	FALSE	TRUE
sub-NDARTC802PGL	FALSE	TRUE
sub-NDARTE424BUF	TRUE	FALSE
sub-NDARTF566PYH	FALSE	FALSE
sub-NDARTH473LF8	FALSE	TRUE
sub-NDARTK691PJJ	TRUE	FALSE
sub-NDARTK834FT9	FALSE	TRUE
sub-NDARTK878GZK	FALSE	TRUE
sub-NDARTK950DY5	TRUE	FALSE
sub-NDARTP795WU2	FALSE	TRUE
sub-NDARTW850GHU	FALSE	FALSE
sub-NDARUF152ARR	TRUE	FALSE
sub-NDARUG323DM3	TRUE	FALSE
sub-NDARUJ779NM0	FALSE	TRUE
sub-NDARUM791WPF	FALSE	TRUE
sub-NDARUX284GGB	FALSE	FALSE
sub-NDARUX886JLM	TRUE	FALSE
sub-NDARUY811CYU	TRUE	FALSE
sub-NDARVG597HNL	FALSE	TRUE
sub-NDARVJ685ZW5	TRUE	FALSE
sub-NDARVP135ZGE	FALSE	FALSE
sub-NDARVT488RXJ	FALSE	TRUE
sub-NDARVY054WEA	TRUE	FALSE
sub-NDARWA351ZE2	TRUE	FALSE
sub-NDARWA544RDT	TRUE	FALSE
sub-NDARWD655AAA	FALSE	FALSE
sub-NDARWH778CPD	FALSE	TRUE
sub-NDARWP634RZL	TRUE	FALSE
sub-NDARWV625CRP	TRUE	FALSE
sub-NDARWZ024UYK	FALSE	TRUE
sub-NDARXB889WUB	FALSE	TRUE
sub-NDARXD944ZXV	FALSE	TRUE
sub-NDARXG108HK2	TRUE	FALSE
sub-NDARXG571WPL	FALSE	TRUE
sub-NDARXR637JER	FALSE	TRUE
sub-NDARXT325FV6	TRUE	FALSE
sub-NDARXT822TAA	FALSE	TRUE
sub-NDARXU018RGY	TRUE	FALSE
sub-NDARXU902BRT	FALSE	TRUE
sub-NDARXV445NYZ	TRUE	FALSE
sub-NDARXY240WJC	FALSE	TRUE
sub-NDARYB432MB5	FALSE	TRUE
sub-NDARYD071TYL	FALSE	TRUE
sub-NDARYF368WEA	FALSE	TRUE
sub-NDARYF728BEP	FALSE	TRUE
sub-NDARYT155NHX	FALSE	TRUE
sub-NDARYV120ZLG	FALSE	FALSE
sub-NDARZE831DKC	FALSE	TRUE
sub-NDARZE850WXD	TRUE	FALSE
sub-NDARZJ603JM0	FALSE	TRUE
sub-NDARZR412TBP	FALSE	TRUE
sub-NDARZU822WN3	TRUE	FALSE
sub-NDARAC349YUC	FALSE	TRUE
sub-NDARAC350BZ0	FALSE	TRUE
sub-NDARAD232HVV	FALSE	FALSE
sub-NDARAD615WLJ	TRUE	FALSE
sub-NDARAG584XLU	FALSE	TRUE
sub-NDARAH503YG1	TRUE	FALSE
sub-NDARAX272ZJL	FALSE	TRUE
sub-NDARAX283MAK	FALSE	TRUE
sub-NDARAX887JRN	FALSE	TRUE
sub-NDARAY461TZZ	FALSE	TRUE
sub-NDARBB118UDB	FALSE	TRUE
sub-NDARBC296PLU	TRUE	FALSE
sub-NDARBC734UVY	TRUE	FALSE
sub-NDARBJ482HJL	FALSE	TRUE
sub-NDARBL444FBA	FALSE	TRUE
sub-NDARBL935ZUA	FALSE	FALSE
sub-NDARBR128UFP	FALSE	TRUE
sub-NDARBT607PZL	FALSE	TRUE
sub-NDARBT640EBN	FALSE	TRUE
sub-NDARBU098PJT	FALSE	TRUE
sub-NDARBU532YXZ	FALSE	TRUE
sub-NDARBU928LV0	FALSE	TRUE
sub-NDARBV059CGE	TRUE	FALSE
sub-NDARBV167RMU	FALSE	TRUE
sub-NDARBV577EE0	FALSE	TRUE
sub-NDARBZ913ZB9	FALSE	TRUE
sub-NDARCC140AAK	FALSE	TRUE
sub-NDARCF052AE0	FALSE	TRUE
sub-NDARCG037CX4	TRUE	FALSE
sub-NDARCG947ZC0	TRUE	FALSE
sub-NDARCH001CN2	FALSE	TRUE
sub-NDARCM826PV9	TRUE	FALSE
sub-NDARCU001ZN7	FALSE	TRUE
sub-NDARCW497XW2	TRUE	FALSE
sub-NDARCW946WNE	FALSE	TRUE
sub-NDARCX053GU5	TRUE	FALSE
sub-NDARCZ915NC1	FALSE	TRUE
sub-NDARDA665DRH	TRUE	FALSE
sub-NDARDE283PLC	FALSE	TRUE
sub-NDARDE597GKQ	FALSE	TRUE
sub-NDARDF568GL5	TRUE	FALSE
sub-NDARDG929LYJ	FALSE	TRUE
sub-NDARDJ092YKH	FALSE	TRUE
sub-NDARDK197BHM	FALSE	TRUE
sub-NDARDL129FV3	FALSE	TRUE
sub-NDARDM118LR6	FALSE	TRUE
sub-NDARDM419DLQ	TRUE	FALSE
sub-NDARDN393BJH	TRUE	FALSE
sub-NDARDN489EXJ	FALSE	TRUE
sub-NDARDN924BV2	TRUE	FALSE
sub-NDARDR458MR7	TRUE	FALSE
sub-NDARDU760YZC	FALSE	TRUE
sub-NDARDV222JZ6	FALSE	FALSE
sub-NDARDX451ZGM	FALSE	TRUE
sub-NDARDX857DLB	FALSE	TRUE
sub-NDARDX872VH6	TRUE	FALSE
sub-NDARDY714NV9	FALSE	TRUE
sub-NDARDZ321FMY	FALSE	FALSE
sub-NDARDZ627XFA	TRUE	FALSE
sub-NDAREC647MKW	FALSE	TRUE
sub-NDAREC648WEL	FALSE	TRUE
sub-NDAREF888EVV	TRUE	FALSE
sub-NDAREG408DJ5	FALSE	TRUE
sub-NDAREG930XPP	FALSE	FALSE
sub-NDAREH852JE0	FALSE	TRUE
sub-NDAREK255DEE	TRUE	FALSE
sub-NDAREL164JM1	FALSE	FALSE
sub-NDAREM703YFD	TRUE	FALSE
sub-NDAREN242VPZ	FALSE	FALSE
sub-NDAREN667YTZ	FALSE	TRUE
sub-NDAREU591YYA	FALSE	TRUE
sub-NDAREV617HAP	TRUE	FALSE
sub-NDAREW201WD9	TRUE	FALSE
sub-NDAREW671HZW	TRUE	FALSE
sub-NDAREX065KJU	FALSE	TRUE
sub-NDAREX336AC1	FALSE	FALSE
sub-NDARFA233CUK	FALSE	TRUE
sub-NDARFA811KTX	FALSE	TRUE
sub-NDARFB506UJ3	FALSE	TRUE
sub-NDARFB757VY3	TRUE	FALSE
sub-NDARFJ179MG0	FALSE	TRUE
sub-NDARFJ803JF7	FALSE	TRUE
sub-NDARFK027LB0	FALSE	TRUE
sub-NDARFM619GTV	FALSE	TRUE
sub-NDARFN553LUV	FALSE	TRUE
sub-NDARFP909LY1	TRUE	FALSE
sub-NDARFR820KFF	FALSE	TRUE
sub-NDARFR849NTP	FALSE	TRUE
sub-NDARFT964EU8	FALSE	TRUE
sub-NDARFV061AR5	FALSE	TRUE
sub-NDARFW140WFX	FALSE	FALSE
sub-NDARFW578RU9	TRUE	FALSE
sub-NDARGA507DCC	FALSE	TRUE
sub-NDARGB000CW8	FALSE	TRUE
sub-NDARGG539YGN	TRUE	FALSE
sub-NDARGH074MU6	FALSE	TRUE
sub-NDARGK608LJ8	FALSE	TRUE
sub-NDARGK786DWR	FALSE	TRUE
sub-NDARGL105JJ7	FALSE	TRUE
sub-NDARGR358FGC	FALSE	TRUE
sub-NDARGU395RFP	FALSE	TRUE
sub-NDARGX443CEU	TRUE	FALSE
sub-NDARGY580WWL	FALSE	TRUE
sub-NDARGY771DL8	TRUE	FALSE
sub-NDARGZ282DLD	FALSE	TRUE
sub-NDARHE199NGL	TRUE	FALSE
sub-NDARHG152GZC	FALSE	TRUE
sub-NDARHG188YE9	TRUE	FALSE
sub-NDARHG294AFG	FALSE	TRUE
sub-NDARHK526BY1	TRUE	FALSE
sub-NDARHL164JHH	FALSE	TRUE
sub-NDARHN749RW4	TRUE	FALSE
sub-NDARHN931CJV	TRUE	FALSE
sub-NDARHR099EWX	FALSE	TRUE
sub-NDARHR901YLY	FALSE	TRUE
sub-NDARHT095YB4	TRUE	FALSE
sub-NDARHX628PC6	FALSE	TRUE
sub-NDARJB233RL7	FALSE	TRUE
sub-NDARJC010YYF	FALSE	FALSE
sub-NDARJC559WW5	FALSE	TRUE
sub-NDARJE686DJL	TRUE	FALSE
sub-NDARJF565ZRA	TRUE	FALSE
sub-NDARJF579EH9	FALSE	TRUE
sub-NDARJH707GJM	FALSE	TRUE
sub-NDARJJ277JP3	FALSE	TRUE
sub-NDARJJ389CP2	FALSE	FALSE
sub-NDARJL861WTP	TRUE	FALSE
sub-NDARJP146GT9	TRUE	FALSE
sub-NDARJT615WM7	TRUE	FALSE
sub-NDARJU787GF5	TRUE	FALSE
sub-NDARJX258XF0	FALSE	TRUE
sub-NDARJZ167VEZ	FALSE	TRUE
sub-NDARKA958FAH	TRUE	FALSE
sub-NDARKB290YNY	FALSE	TRUE
sub-NDARKE604RXR	TRUE	FALSE
sub-NDARKF442GZ5	FALSE	TRUE
sub-NDARKG460MWV	TRUE	FALSE
sub-NDARKG594WKT	FALSE	TRUE
sub-NDARKJ322ELL	TRUE	FALSE
sub-NDARKL327YDQ	FALSE	TRUE
sub-NDARKM476GFK	TRUE	FALSE
sub-NDARKM605AXX	TRUE	FALSE
sub-NDARKM784VA7	FALSE	TRUE
sub-NDARKN509RP9	TRUE	FALSE
sub-NDARKN633WZA	FALSE	TRUE
sub-NDARKN988BRP	FALSE	TRUE
sub-NDARKR155ME9	TRUE	FALSE
sub-NDARKW010CT2	FALSE	TRUE
sub-NDARKW383ZPF	FALSE	TRUE
sub-NDARKW521EMY	TRUE	FALSE
sub-NDARKX528PH3	TRUE	FALSE
sub-NDARKX788PHG	FALSE	TRUE
sub-NDARKZ312XR1	FALSE	FALSE
sub-NDARKZ479FC8	FALSE	TRUE
sub-NDARLD738DUM	FALSE	TRUE
sub-NDARLE417FRX	FALSE	TRUE
sub-NDARLF446MT5	FALSE	TRUE
sub-NDARLG154ZA3	FALSE	TRUE
sub-NDARLH881FBD	FALSE	TRUE
sub-NDARLJ148JH2	FALSE	TRUE
sub-NDARLJ334YD0	FALSE	TRUE
sub-NDARLK551KXD	TRUE	FALSE
sub-NDARLN961XGP	TRUE	FALSE
sub-NDARLP246NT6	FALSE	FALSE
sub-NDARLR620FW6	FALSE	TRUE
sub-NDARLU111UYF	FALSE	TRUE
sub-NDARLY483UNZ	FALSE	TRUE
sub-NDARLZ986JLL	FALSE	FALSE
sub-NDARMA449YB6	FALSE	TRUE
sub-NDARMA584EM0	TRUE	FALSE
sub-NDARMB216LA6	FALSE	TRUE
sub-NDARMC325JCN	TRUE	FALSE
sub-NDARMC774PRM	FALSE	FALSE
sub-NDARME880JD7	TRUE	FALSE
sub-NDARMF508PA2	TRUE	FALSE
sub-NDARMF939FNX	FALSE	TRUE
sub-NDARMJ495DE0	FALSE	TRUE
sub-NDARMN302YAV	TRUE	FALSE
sub-NDARMP784KKE	TRUE	FALSE
sub-NDARMT661WCR	FALSE	FALSE
sub-NDARMT882AWE	FALSE	TRUE
sub-NDARMV575DC1	TRUE	FALSE
sub-NDARMV822KWR	TRUE	FALSE
sub-NDARNA335GX2	TRUE	FALSE
sub-NDARNA856AY1	FALSE	FALSE
sub-NDARNE196LV0	FALSE	TRUE
sub-NDARNF341BNN	TRUE	FALSE
sub-NDARNJ633HHX	FALSE	TRUE
sub-NDARNK005BRN	FALSE	TRUE
sub-NDARNK055HVH	FALSE	TRUE
sub-NDARNK241ZXA	TRUE	FALSE
sub-NDARNM147CG2	TRUE	FALSE
sub-NDARNN164EA6	TRUE	FALSE
sub-NDARNT043XGH	FALSE	FALSE
sub-NDARNT151UN1	TRUE	FALSE
sub-NDARNZ792HBN	TRUE	FALSE
sub-NDARPA570LBF	FALSE	TRUE
sub-NDARPD346FCN	FALSE	FALSE
sub-NDARPG134TF1	TRUE	FALSE
sub-NDARPH176EWC	FALSE	TRUE
sub-NDARPH513LP3	FALSE	TRUE
sub-NDARPH923FN7	FALSE	TRUE
sub-NDARPJ832WL6	TRUE	FALSE
sub-NDARPK300HMV	TRUE	FALSE
sub-NDARPL201YL4	FALSE	TRUE
sub-NDARPT007UXR	FALSE	TRUE
sub-NDARPV303LAX	FALSE	TRUE
sub-NDARPW915RGD	TRUE	FALSE
sub-NDARRA537FWW	TRUE	FALSE
sub-NDARRA719CPH	TRUE	FALSE
sub-NDARRA933RLX	FALSE	TRUE
sub-NDARRB338YZ0	FALSE	TRUE
sub-NDARRC016UZE	TRUE	FALSE
sub-NDARRC295CHW	FALSE	TRUE
sub-NDARRC355BM6	FALSE	FALSE
sub-NDARRE445RHR	FALSE	TRUE
sub-NDARRF180JBU	FALSE	TRUE
sub-NDARRK038CBD	FALSE	TRUE
sub-NDARRL315KV3	FALSE	FALSE
sub-NDARRP384BVX	FALSE	TRUE
sub-NDARRV837BZQ	FALSE	FALSE
sub-NDARRV941EAC	FALSE	TRUE
sub-NDARRW680PHD	FALSE	TRUE
sub-NDARRY097FUT	TRUE	FALSE
sub-NDARRY215CXQ	TRUE	FALSE
sub-NDARRY268AF2	FALSE	TRUE
sub-NDARRY768ZH3	FALSE	FALSE
sub-NDARRY785GLM	TRUE	FALSE
sub-NDARTA819MF0	TRUE	FALSE
sub-NDARTB213ML4	FALSE	TRUE
sub-NDARTB755MF5	FALSE	TRUE
sub-NDARTC227AXA	TRUE	FALSE
sub-NDARTC652JK4	TRUE	FALSE
sub-NDARTC707KPU	TRUE	FALSE
sub-NDARTC794GZ5	FALSE	FALSE
sub-NDARTE773XJ5	TRUE	FALSE
sub-NDARTG679NKQ	FALSE	TRUE
sub-NDARTH930FNK	TRUE	FALSE
sub-NDARTJ433TB5	FALSE	TRUE
sub-NDARTM562NEW	TRUE	FALSE
sub-NDARTN173MXV	TRUE	FALSE
sub-NDARTN400TB1	FALSE	TRUE
sub-NDARTV525XC0	FALSE	TRUE
sub-NDARTY146DKE	FALSE	TRUE
sub-NDARTY225EWV	TRUE	FALSE
sub-NDARUB231LHN	TRUE	FALSE
sub-NDARUK329RUU	FALSE	TRUE
sub-NDARUM009GEZ	FALSE	TRUE
sub-NDARUT233WU9	FALSE	TRUE
sub-NDARUT470BM4	FALSE	TRUE
sub-NDARUT891XYJ	FALSE	TRUE
sub-NDARUU615WPR	TRUE	FALSE
sub-NDARUV621PB0	TRUE	FALSE
sub-NDARVB012UWL	TRUE	FALSE
sub-NDARVB151GXF	TRUE	FALSE
sub-NDARVB538ZGJ	FALSE	FALSE
sub-NDARVC310XV2	TRUE	FALSE
sub-NDARVC350WVG	FALSE	FALSE
sub-NDARVC518NWG	FALSE	TRUE
sub-NDARVC964LX0	TRUE	FALSE
sub-NDARVH033CA4	TRUE	FALSE
sub-NDARVL190JA8	FALSE	TRUE
sub-NDARVL729TT5	TRUE	FALSE
sub-NDARVN883AU2	TRUE	FALSE
sub-NDARVP953BBF	TRUE	FALSE
sub-NDARVX547MA0	FALSE	TRUE
sub-NDARVX856RHN	FALSE	TRUE
sub-NDARWB457JU6	TRUE	FALSE
sub-NDARWC174VE6	TRUE	FALSE
sub-NDARWC801CB5	TRUE	FALSE
sub-NDARWG911DZG	FALSE	FALSE
sub-NDARWH725TXP	FALSE	TRUE
sub-NDARWJ064WYP	TRUE	FALSE
sub-NDARWJ414WB8	FALSE	TRUE
sub-NDARWJ621JRZ	TRUE	FALSE
sub-NDARWJ671YX5	FALSE	TRUE
sub-NDARWN691CG7	FALSE	TRUE
sub-NDARWP732GD1	FALSE	TRUE
sub-NDARWR247CE1	FALSE	TRUE
sub-NDARWT086XMF	FALSE	TRUE
sub-NDARWU018VDB	FALSE	TRUE
sub-NDARWW480TU2	FALSE	FALSE
sub-NDARWX051KEV	FALSE	FALSE
sub-NDARWX711LBK	TRUE	FALSE
sub-NDARWZ346RV4	FALSE	FALSE
sub-NDARXF358XGE	FALSE	FALSE
